year,country,region,pf_ss_women_fgm,pf_ss_women_inheritance,pf_movement_women,pf_identity_sex_female,pf_identity_divorce,pf_score,ef_score,hf_score,sex,age,suicides_no,population,suicides_p100k,gdp_per_capita
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,female,75+,42,450517,9.32,20748
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,female,55-74,78,1265312,6.16,20748
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,female,35-54,79,1428022,5.53,20748
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,female,15-24,16,646079,2.48,20748
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,female,25-34,18,827079,2.18,20748
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,male,5-14,2,479988,0.42,20748
2009,Czech Republic,Eastern Europe,10,10,NA,10,NA,9.153648871,7.17,8.161824436,female,5-14,1,453948,0.22,20748
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,male,75+,64,150153,42.62,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,male,55-74,165,604423,27.3,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,male,35-54,186,790578,23.53,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,female,75+,32,235213,13.6,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,male,25-34,36,335963,10.72,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,female,55-74,52,625986,8.31,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,male,15-24,24,340143,7.06,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,female,35-54,43,773415,5.56,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,female,25-34,13,334052,3.89,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,female,15-24,4,324876,1.23,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,male,5-14,2,347259,0.58,61863
2009,Denmark,Western Europe,9.5,10,10,10,NA,9.484656758,7.66,8.572328379,female,5-14,1,330729,0.3,61863
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,male,25-34,179,1161180,15.42,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,male,55-74,103,683190,15.08,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,male,15-24,214,1419517,15.08,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,male,75+,20,155307,12.88,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,male,35-54,180,1600987,11.24,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,female,15-24,100,1380435,7.24,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,female,75+,9,193481,4.65,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,female,25-34,48,1155088,4.16,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,female,35-54,48,1636049,2.93,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,female,55-74,20,734615,2.72,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,male,5-14,23,1533769,1.5,4762
2009,Ecuador,Latin America & the Caribbean,10,10,10,10,NA,7.379937499,5.92,6.64996875,female,5-14,20,1476543,1.35,4762
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,male,25-34,120,400776,29.94,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,male,35-54,113,554321,20.39,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,male,75+,13,70655,18.4,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,male,55-74,49,290324,16.88,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,male,15-24,95,584388,16.26,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,female,15-24,55,611290,9,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,female,25-34,27,484388,5.57,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,female,35-54,16,704865,2.27,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,female,75+,2,92201,2.17,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,female,55-74,7,364066,1.92,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,female,5-14,6,672905,0.89,3184
2009,El Salvador,Latin America & the Caribbean,10,10,10,10,NA,6.922048611,7.4,7.161024306,male,5-14,3,698731,0.43,3184
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,male,55-74,66,118960,55.48,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,male,35-54,88,179820,48.94,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,male,75+,13,28150,46.18,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,male,25-34,30,96260,31.17,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,male,15-24,23,94705,24.29,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,female,75+,16,74300,21.53,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,female,55-74,14,171340,8.17,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,female,35-54,14,189570,7.39,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,female,25-34,3,91560,3.28,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,female,15-24,2,89195,2.24,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,female,5-14,0,60910,0,15609
2009,Estonia,Eastern Europe,10,10,10,10,NA,9.057999033,7.7,8.378999516,male,5-14,0,64240,0,15609
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,female,75+,1,5809,17.21,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,male,35-54,8,105083,7.61,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,male,25-34,5,71729,6.97,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,male,55-74,3,43403,6.91,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,female,25-34,3,68110,4.4,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,male,15-24,3,80908,3.71,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,female,15-24,2,76305,2.62,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,female,55-74,1,44642,2.24,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,female,35-54,0,101209,0,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,female,5-14,0,77600,0,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,male,5-14,0,83083,0,3765
2009,Fiji,Oceania,10,10,10,10,NA,7.556941854,7.08,7.318470927,male,75+,0,4522,0,3765
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,male,35-54,293,724700,40.43,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,male,75+,57,149329,38.17,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,male,25-34,121,348421,34.73,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,male,55-74,201,604904,33.23,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,male,15-24,89,336510,26.45,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,female,35-54,100,708103,14.12,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,female,55-74,84,650862,12.91,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,female,25-34,40,330127,12.12,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,female,15-24,28,322353,8.69,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,female,75+,20,273822,7.3,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,female,5-14,1,290188,0.34,49878
2009,Finland,Western Europe,10,10,10,10,NA,9.510538139,7.71,8.610269069,male,5-14,0,302997,0,49878
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,male,75+,1351,2035007,66.39,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,male,35-54,3124,8526689,36.64,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,male,55-74,2033,6081994,33.43,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,male,25-34,827,3838456,21.55,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,female,75+,464,3487831,13.3,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,female,55-74,883,6675905,13.23,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,female,35-54,1039,8763692,11.86,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,male,15-24,404,3953357,10.22,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,female,25-34,215,3905999,5.5,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,female,15-24,122,3843704,3.17,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,male,5-14,26,3922145,0.66,45775
2009,France,Western Europe,9.5,10,10,10,NA,8.99974644,7.43,8.21487322,female,5-14,11,3735948,0.29,45775
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,male,75+,18,90600,19.87,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,male,55-74,36,343050,10.49,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,male,35-54,48,579150,8.29,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,male,25-34,24,324500,7.4,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,female,75+,10,172650,5.79,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,male,15-24,20,360500,5.55,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,female,55-74,15,456000,3.29,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,female,15-24,4,350000,1.14,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,male,5-14,3,262650,1.14,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,female,35-54,7,652950,1.07,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,female,25-34,2,328450,0.61,2589
2009,Georgia,Caucasus & Central Asia,10,10,10,10,NA,8.145426414,7.41,7.777713207,female,5-14,1,238250,0.42,2589
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,male,75+,1209,2599960,46.5,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,male,55-74,2277,9307706,24.46,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,male,35-54,2628,12872657,20.42,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,male,25-34,637,4909814,12.97,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,female,75+,520,4569198,11.38,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,male,15-24,443,4760066,9.31,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,female,55-74,789,9995593,7.89,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,female,35-54,788,12445519,6.33,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,female,25-34,146,4784538,3.05,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,female,15-24,121,4552176,2.66,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,male,5-14,12,3925018,0.31,43570
2009,Germany,Western Europe,9.5,10,10,10,NA,9.14276874,7.55,8.3463843700000009,female,5-14,9,3726357,0.24,43570
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,male,75+,49,434778,11.27,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,male,35-54,130,1670385,7.78,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,male,55-74,81,1157880,7,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,male,25-34,56,863841,6.48,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,male,15-24,17,626013,2.72,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,female,75+,9,574168,1.57,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,female,25-34,11,796656,1.38,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,female,55-74,16,1307683,1.22,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,female,35-54,20,1650941,1.21,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,female,15-24,2,581847,0.34,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,female,5-14,0,512001,0,30785
2009,Greece,Eastern Europe,10,10,10,10,NA,8.766922893,6.96,7.863461447,male,5-14,0,543425,0,30785
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,male,75+,12,108534,11.06,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,male,35-54,109,1019866,10.69,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,male,55-74,38,448004,8.48,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,male,25-34,82,1033623,7.93,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,male,15-24,118,1500901,7.86,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,female,15-24,69,1490780,4.63,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,female,25-34,38,1112873,3.41,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,female,35-54,25,1223531,2.04,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,female,55-74,3,522645,0.57,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,female,5-14,10,1847847,0.54,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,male,5-14,7,1919024,0.36,3053
2009,Guatemala,Latin America & the Caribbean,10,10,10,10,NA,7.18494709,7.15,7.167473545,female,75+,0,132317,0,3053
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,male,35-54,51,88163,57.85,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,male,25-34,26,53875,48.26,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,male,55-74,15,31720,47.29,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,male,75+,2,4834,41.37,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,male,15-24,14,67457,20.75,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,female,15-24,14,67774,20.66,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,female,35-54,15,86706,17.3,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,female,75+,1,6229,16.05,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,female,25-34,7,56144,12.47,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,female,55-74,4,34707,11.53,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,female,5-14,6,84273,7.12,3076
2009,Guyana,Latin America & the Caribbean,NA,10,10,10,NA,7.335984149,6.33,6.832992074,male,5-14,1,88273,1.13,3076
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,male,75+,214,236367,90.54,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,male,55-74,612,961155,63.67,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,male,35-54,773,1356600,56.98,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,male,25-34,188,802616,23.42,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,female,75+,91,493507,18.44,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,male,15-24,111,641509,17.3,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,female,55-74,212,1270295,16.69,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,female,35-54,191,1390659,13.73,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,female,25-34,42,770068,5.45,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,female,15-24,19,615144,3.09,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,female,5-14,4,485140,0.82,13697
2009,Hungary,Eastern Europe,9.5,10,10,10,NA,8.898742708,7.27,8.084371354,male,5-14,3,511177,0.59,13697
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,male,55-74,10,26267,38.07,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,male,25-34,6,24715,24.28,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,male,35-54,10,44805,22.32,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,female,35-54,6,42732,14.04,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,male,75+,1,7788,12.84,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,male,15-24,2,23991,8.34,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,female,55-74,1,26010,3.84,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,female,15-24,0,22973,0,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,female,25-34,0,22959,0,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,female,5-14,0,21382,0,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,female,75+,0,10439,0,43700
2009,Iceland,Western Europe,NA,10,10,10,NA,9.245502708,6.9,8.072751354,male,5-14,0,22143,0,43700
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,male,25-34,112,390586,28.67,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,male,35-54,158,611460,25.84,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,male,15-24,70,290474,24.1,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,male,55-74,74,358381,20.65,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,female,25-34,27,394145,6.85,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,female,15-24,20,292951,6.83,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,female,55-74,23,362941,6.34,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,male,75+,5,86239,5.8,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,female,35-54,33,604133,5.46,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,male,5-14,3,305241,0.98,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,female,75+,1,130243,0.77,57390
2009,Ireland,Western Europe,10,10,10,10,NA,9.045518577,7.76,8.402759288,female,5-14,1,290873,0.34,57390
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,male,75+,23,141368,16.27,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,male,55-74,77,499108,15.43,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,male,25-34,67,557283,12.02,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,male,35-54,91,836965,10.87,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,male,15-24,48,597179,8.04,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,female,55-74,22,562448,3.91,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,female,75+,8,208438,3.84,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,female,35-54,32,866442,3.69,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,female,25-34,18,555764,3.24,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,female,15-24,13,573738,2.27,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,male,5-14,4,683070,0.59,30812
2009,Israel,Middle East & North Africa,9.5,10,10,10,NA,7.851205977,7.14,7.495602988,female,5-14,1,650032,0.15,30812
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,male,75+,615,2229662,27.58,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,male,55-74,938,6434262,14.58,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,male,35-54,1058,9147783,11.57,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,male,25-34,332,3939821,8.43,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,male,15-24,144,3121458,4.61,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,female,55-74,289,7103819,4.07,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,female,75+,149,3710834,4.02,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,female,35-54,329,9209165,3.57,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,female,25-34,70,3872976,1.81,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,female,15-24,42,2969603,1.41,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,male,5-14,6,2886464,0.21,38101
2009,Italy,Western Europe,9.5,10,10,10,NA,8.792230041,6.97,7.881115021,female,5-14,2,2725983,0.07,38101
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,male,75+,3,47854,6.27,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,male,25-34,9,199372,4.51,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,male,55-74,6,155268,3.86,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,male,35-54,9,324231,2.78,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,male,15-24,5,268270,1.86,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,female,55-74,1,159111,0.63,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,female,25-34,1,211928,0.47,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,female,15-24,1,257363,0.39,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,male,5-14,1,276734,0.36,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,female,35-54,0,343173,0,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,female,5-14,0,264297,0,4686
2009,Jamaica,Latin America & the Caribbean,10,10,10,10,NA,7.294270833,7.26,7.277135417,female,75+,0,61282,0,4686
